Price,Description,Address,# Bath,# Bed,# Water Room,Note,ULS,Link
179 000, Appartement à vendre,549 Boul. St-Luc  app.6 Saint-Jean-sur-Richelieu (Saint-Luc),1,2,0,Nouveauté sur le marché,16904803,https://www.remax-quebec.com//fr/condo-a-vendre/549-boul-st-luc-st-jean-sur-richelieu-st-luc-16904803.rmx
399 900, Maison de plain-pied à vendre,54 Ch. St-Pierre Saint-Mathieu,2,4,0,Nouveauté sur le marché,10885630,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/54-ch-st-pierre-st-mathieu-de-la-prairie-10885630.rmx
750 000, Maison à étages à vendre,7601 Av. des Érables Villeray/Saint-Michel/Parc-Extension (Villeray),2,5,1,Nouveauté sur le marché,11957984,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/7601-av-des-erables-villeray-saint-michel-parc-extension-villeray-11957984.rmx
95 000, Maison à étages à vendre,774 Route 132 E. Nouvelle,2,6,0,Nouveauté sur le marché,12546944,https://www.remax-quebec.com//fr/maison-a-vendre-gaspesie-iles-de-la-madeleine/774-route-132-e-nouvelle-12546944.rmx
429 500, Maison de plain-pied à vendre,458 Boul. Goineau Pont-Viau (Laval),2,3,0,Nouveauté sur le marché,21625662,https://www.remax-quebec.com//fr/maison-a-vendre-laval-rive-nord/458-boul-goineau-pont-viau-21625662.rmx
459 900, Maison à étages à vendre,114 Rue du Tartan Aylmer (Rivermead),2,3,2,Nouveauté sur le marché,21863321,https://www.remax-quebec.com//fr/maison-a-vendre-outaouais/114-rue-du-tartan-aylmer-rivermead-21863321.rmx
55 000, Maison de plain-pied à vendre,205 Rue Radisson Saint-Calixte,1,2,0,Nouveauté sur le marché,17754564,https://www.remax-quebec.com//fr/maison-a-vendre-lanaudiere/205-rue-radisson-st-calixte-17754564.rmx
1 350 000, Appartement à vendre,1700 Boul. René-Lévesque O.  app.1605 Ville-Marie (Centre-Ouest),2,3,1,Nouveauté sur le marché,28796808,https://www.remax-quebec.com//fr/condo-a-vendre-montreal/1700-boul-rene-levesque-o-ville-marie-centre-ouest-28796808.rmx
309 000, Maison à étages à vendre,665 Prom. du Collège Sainte-Catherine,1,2,1,Nouveauté sur le marché,27909973,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/665-prom-du-college-ste-catherine-27909973.rmx
1 400 par mois, Appartement à louer,166 Av. du Manoir  app.4 L'Île-Bizard/Sainte-Geneviève (L'Île-Bizard),1,2,0,Nouveauté sur le marché,17118804,https://www.remax-quebec.com//fr/condo-a-louer-montreal/166-av-du-manoir-l-ile-bizard-sainte-genevieve-l-ile-bizard-17118804.rmx
185 000, Maison de plain-pied à vendre,46 Rue Hunter Huntingdon,2,3,0,Nouveauté sur le marché,19734979,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/46-rue-hunter-huntingdon-19734979.rmx
274 900, Maison de plain-pied à vendre,975 Rue Imperial Greenfield Park,1,2,0,Nouveauté sur le marché,16838216,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/975-rue-imperial-greenfield-park-16838216.rmx
549 900, Maison à étages à vendre,9102 Rue de Valence Saint-Léonard,2,4,1,Nouveauté sur le marché,17520837,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/9102-rue-de-valence-st-leonard-17520837.rmx
165 000, Maison à étages à vendre,448 Av. du Parc Waterloo,1,4,0,Nouveauté sur le marché,17723450,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/448-av-du-parc-waterloo-17723450.rmx
319 900, Maison de plain-pied à vendre,65 Rue Bancroft Aylmer,2,0,0,Nouveauté sur le marché,21660128,https://www.remax-quebec.com//fr/maison-a-vendre-outaouais/65-rue-bancroft-aylmer-21660128.rmx
209 000, Appartement à vendre,4885 Boul. Henri-Bourassa O.  app.600 Saint-Laurent,1,1,0,Nouveauté sur le marché,21387635,https://www.remax-quebec.com//fr/condo-a-vendre-montreal/4885-boul-henri-bourassa-o-st-laurent-21387635.rmx
1 098 000, Maison à paliers multiples à vendre,7040 Rue Métivier Ahuntsic-Cartierville (Montréal),3,4,0,Nouveauté sur le marché,15405353,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/7040-rue-metivier-ahuntsic-cartierville-15405353.rmx
174 900, Maison à étages à vendre,117 Rue Notre-Dame Saint-Jean-sur-Richelieu,1,2,1,Nouveauté sur le marché,22547579,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/117-rue-notre-dame-st-jean-sur-richelieu-22547579.rmx
589 900, Maison de plain-pied à vendre,59 - 59A 45e Avenue Sainte-Marthe-sur-le-Lac,2,4,0,Nouveauté sur le marché,14676635,https://www.remax-quebec.com//fr/maison-a-vendre-laval-rive-nord/59-59a-45e-avenue-ste-marthe-sur-le-lac-14676635.rmx
174 900, Maison de plain-pied à vendre,597 Ch. des Érables Saint-Placide,1,3,0,Nouveauté sur le marché,24505093,https://www.remax-quebec.com//fr/maison-a-vendre-laurentides/597-ch-des-erables-st-placide-24505093.rmx
479 900, Maison de plain-pied à vendre,192 Rue de la Prucheraie Rigaud,2,4,1,Nouveauté sur le marché,17412557,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/192-rue-de-la-prucheraie-rigaud-17412557.rmx
549 000, Maison à étages à vendre,8466 Rue Sherbrooke E. Montréal-Est,2,4,1,Nouveauté sur le marché,28901839,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/8466-rue-sherbrooke-e-montreal-est-28901839.rmx
279 000, Maison à étages à vendre,175 Rue Dufferin Salaberry-de-Valleyfield,1,3,2,Nouveauté sur le marché,15532950,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/175-rue-dufferin-salaberry-de-valleyfield-15532950.rmx
999 000, Maison de plain-pied à vendre,1359 Ch. du Lac-St-Louis Léry,2,3,1,Nouveauté sur le marché,23751086,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/1359-ch-du-lac-st-louis-lery-23751086.rmx
217 900, Appartement à vendre,3225 Boul. René-Laennec  app.102 Auteuil (Laval),1,2,0,Nouveauté sur le marché,12708461,https://www.remax-quebec.com//fr/condo-a-vendre-laval-rive-nord/3225-boul-rene-laennec-auteuil-12708461.rmx
319 000, Maison de plain-pied à vendre,2330 Rue de la Commune Drummondville,2,6,1,Nouveauté sur le marché,23291066,https://www.remax-quebec.com//fr/maison-a-vendre-centre-du-quebec/2330-rue-de-la-commune-drummondville-23291066.rmx
424 900, Maison à étages à vendre,440 Rue Jeannine-Grégoire-Ross Gatineau,1,4,1,Nouveauté sur le marché,23543834,https://www.remax-quebec.com//fr/maison-a-vendre-outaouais/440-rue-jeannine-gregoire-ross-gatineau-23543834.rmx
200 000, Maison de plain-pied à vendre,11010 Rue des Géraniums Bécancour (Sainte-Angèle),1,3,0,Nouveauté sur le marché,25028519,https://www.remax-quebec.com//fr/maison-a-vendre-centre-du-quebec/11010-rue-des-geraniums-becancour-sainte-angele-25028519.rmx
209 000, Maison à un étage et demi à vendre,1129 Ch. Dymond Dunham,2,3,0,Nouveauté sur le marché,25217765,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/1129-ch-dymond-dunham-25217765.rmx
259 000, Maison de plain-pied à vendre,416 Rue Prince-Albert Otterburn Park,2,4,0,Nouveauté sur le marché,27230564,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/416-rue-prince-albert-otterburn-park-27230564.rmx
329 500, Maison de plain-pied à vendre,115 Rue des Îles Saint-Lambert-de-Lauzon,2,4,0,Nouveauté sur le marché,27606086,https://www.remax-quebec.com//fr/maison-a-vendre-chaudiere-appalaches/115-rue-des-iles-st-lambert-de-lauzon-27606086.rmx
274 900, Appartement à vendre,3462 Place Joseph-N.-Drapeau  app.A02 Rosemont/La Petite-Patrie (Shop Angus),1,2,0,Nouveauté sur le marché,20585054,https://www.remax-quebec.com//fr/condo-a-vendre-montreal/3462-place-joseph-n-drapeau-rosemont-la-petite-patrie-shop-angus-20585054.rmx
259 000, Maison de plain-pied à vendre,75 Rue Carole Rougemont,2,4,0,Nouveauté sur le marché,21615421,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/75-rue-carole-rougemont-21615421.rmx
568 000, Appartement à vendre,4225 Rue St-Dominique  app.520 Plateau Mont-Royal,1,1,0,Nouveauté sur le marché,10465820,https://www.remax-quebec.com//fr/condo-a-vendre-montreal/4225-rue-st-dominique-plateau-mont-royal-10465820.rmx
274 900, Maison de plain-pied à vendre,287 Rue Alain Saint-Amable,2,4,0,Nouveauté sur le marché,10944703,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/287-rue-alain-st-amable-10944703.rmx
249 000, Maison de plain-pied à vendre,34 Ch. Pénelle Saint-Liboire,2,3,0,Nouveauté sur le marché,11427770,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/34-ch-penelle-st-liboire-11427770.rmx
269 000, Appartement à vendre,9830 Rue Riverin Brossard,1,3,0,Nouveauté sur le marché,11908023,https://www.remax-quebec.com//fr/condo-a-vendre/9830-rue-riverin-brossard-11908023.rmx
189 500, Appartement à vendre,1041 Rue du Prince-Albert Charlesbourg Est,1,2,0,Nouveauté sur le marché,12806543,https://www.remax-quebec.com//fr/condo-a-vendre-region-de-quebec/1041-rue-du-prince-albert-charlesbourg-est-12806543.rmx
259 900, Maison de plain-pied à vendre,39 Rue du Ponant Sainte-Catherine-de-la-Jacques-Cartier,2,4,0,Nouveauté sur le marché,12612705,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/39-rue-du-ponant-ste-catherine-de-la-jacques-cartier-12612705.rmx
183 900, Appartement à vendre,1166 Boul. du Curé-Labelle  app.102 Blainville,1,2,0,Nouveauté sur le marché,13634020,https://www.remax-quebec.com//fr/condo-a-vendre-laval-rive-nord/1166-boul-du-cure-labelle-blainville-13634020.rmx
339 000, Maison de plain-pied à vendre,1335 Rue de Calais Duvernay (Laval),1,4,1,Nouveauté sur le marché,13975982,https://www.remax-quebec.com//fr/maison-a-vendre-laval-rive-nord/1335-rue-de-calais-duvernay-13975982.rmx
139 000, Maison de plain-pied à vendre,1500 16e Avenue Shawinigan (Grand-Mère),1,3,1,Nouveauté sur le marché,14602061,https://www.remax-quebec.com//fr/maison-a-vendre-mauricie/1500-16e-avenue-shawinigan-grand-mere-14602061.rmx
289 500, Maison de plain-pied à vendre,660 Rue Jogues Sainte-Catherine,1,3,1,Nouveauté sur le marché,15811693,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/660-rue-jogues-ste-catherine-15811693.rmx
165 000, Appartement à vendre,1039 Rue du Prince-Albert Charlesbourg Est,1,2,0,Nouveauté sur le marché,15906367,https://www.remax-quebec.com//fr/condo-a-vendre-region-de-quebec/1039-rue-du-prince-albert-charlesbourg-est-15906367.rmx
259 000, Maison de plain-pied à vendre,2382 Rue De Lorimier Longueuil,2,4,0,Nouveauté sur le marché,16721245,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/2382-rue-de-lorimier-longueuil-16721245.rmx
389 000, Appartement à vendre,2501 Av. Desjardins  app.2 Mercier/Hochelaga-Maisonneuve (Hochelaga-Maisonneuve),2,2,0,Nouveauté sur le marché,16880872,https://www.remax-quebec.com//fr/condo-a-vendre-montreal/2501-av-desjardins-mercier-hochelaga-maisonneuve-hochelaga-maisonneuve-16880872.rmx
449 000, Maison à étages à vendre,147 Rue du Beaujolais Lachenaie,2,5,1,Nouveauté sur le marché,17232692,https://www.remax-quebec.com//fr/maison-a-vendre-lanaudiere/147-rue-du-beaujolais-lachenaie-17232692.rmx
269 000, Maison de plain-pied à vendre,2604 Rue St-Georges (Longueuil) Longueuil,1,4,0,Nouveauté sur le marché,17360606,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/2604-rue-st-georges-longueuil-longueuil-17360606.rmx
279 000, Appartement à vendre,4455 Av. Bourret  app.204 Côte-des-Neiges,1,2,1,Nouveauté sur le marché,19048172,https://www.remax-quebec.com//fr/condo-a-vendre-montreal/4455-av-bourret-cote-des-neiges-19048172.rmx
379 000, Maison de plain-pied à vendre,840 Rue Antoine-Chaudillon Pointe-aux-Trembles,2,2,0,Nouveauté sur le marché,19263542,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/840-rue-antoine-chaudillon-pointe-aux-trembles-19263542.rmx
724 900, Maison de plain-pied à vendre,128 Rue de Charente Saint-Lambert,2,5,1,Nouveauté sur le marché,20652423,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/128-rue-de-charente-st-lambert-20652423.rmx
159 000, Maison de plain-pied à vendre,110 Rue Craig N. Cookshire,1,3,1,Nouveauté sur le marché,20562169,https://www.remax-quebec.com//fr/maison-a-vendre-estrie/110-rue-craig-n-cookshire-20562169.rmx
269 900, Maison à étages à vendre,106 Rue du Grand-Hunier Aylmer,1,3,1,Nouveauté sur le marché,20735496,https://www.remax-quebec.com//fr/maison-a-vendre-outaouais/106-rue-du-grand-hunier-aylmer-20735496.rmx
350 000, Maison de plain-pied à vendre,579 Rue Magloire-Laflamme Mont-Saint-Hilaire,2,3,0,Nouveauté sur le marché,21254447,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/579-rue-magloire-laflamme-mont-st-hilaire-21254447.rmx
359 000, Maison de plain-pied à vendre,2933 Rue de Vincennes Sainte-Foy/Sillery/Cap-Rouge (Saint-Louis),2,3,0,Nouveauté sur le marché,21922141,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/2933-rue-de-vincennes-st-louis-21922141.rmx
119 500, Maison à un étage et demi à vendre,337 Rue St-Jean-Baptiste Nicolet,2,4,1,Nouveauté sur le marché,22546726,https://www.remax-quebec.com//fr/maison-a-vendre-centre-du-quebec/337-rue-st-jean-baptiste-nicolet-22546726.rmx
550 000, Appartement à vendre,100 Rue Berlioz  app.1202 Île-des-Soeurs,2,2,0,Nouveauté sur le marché,25484838,https://www.remax-quebec.com//fr/condo-a-vendre-montreal/100-rue-berlioz-ile-des-soeurs-25484838.rmx
215 000, Maison à étages à vendre,1 - 3 Rue du Parc Clermont (Charlevoix),2,3,1,Nouveauté sur le marché,25593023,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/1-3-rue-du-parc-clermont-charlevoix-25593023.rmx
289 000, Maison de plain-pied à vendre,600 Rue René-Gascon Saint-Jérôme,2,4,1,Nouveauté sur le marché,26139416,https://www.remax-quebec.com//fr/maison-a-vendre-laurentides/600-rue-rene-gascon-st-jerome-26139416.rmx
1 700 par mois, Appartement à louer,5239 Rue Globert Côte-des-Neiges,1,3,0,Nouveauté sur le marché,10047301,https://www.remax-quebec.com//fr/condo-a-louer-montreal/5239-rue-globert-cote-des-neiges-10047301.rmx
489 900, Maison à étages à vendre,182 Av. Coolbreeze Pointe-Claire,1,4,1,Nouveauté sur le marché,20645579,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/182-av-coolbreeze-pointe-claire-20645579.rmx
334 000, Maison à étages à vendre,7991 Rue des Quatre-Vents Duvernay (Laval),1,3,1,Nouveauté sur le marché,17862535,https://www.remax-quebec.com//fr/maison-a-vendre-laval-rive-nord/7991-rue-des-quatre-vents-duvernay-17862535.rmx
409 900, Maison à étages à vendre,187 Av. Donegani Pointe-Claire,2,3,2,Nouveauté sur le marché,17177378,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/187-av-donegani-pointe-claire-17177378.rmx
238 500, Maison de plain-pied à vendre,354 Rue des Artisans Saint-Lin-Laurentides,1,3,0,Nouveauté sur le marché,22679537,https://www.remax-quebec.com//fr/maison-a-vendre-lanaudiere/354-rue-des-artisans-st-lin-laurentides-22679537.rmx
825 000, Maison de plain-pied à vendre,2285 Av. Rodrigue-Masson Sainte-Foy/Sillery/Cap-Rouge (Sillery),2,4,1,Nouveauté sur le marché,24162622,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/2285-av-rodrigue-masson-sillery-24162622.rmx
449 000, Maison de plain-pied à vendre,31 Av. Eastview Pointe-Claire,2,4,0,Nouveauté sur le marché,13844091,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/31-av-eastview-pointe-claire-13844091.rmx
339 900, Maison de plain-pied à vendre,4405 Rue Gilles Pierrefonds,1,2,0,Nouveauté sur le marché,19843516,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/4405-rue-gilles-pierrefonds-19843516.rmx
185 000 +TPS/TVQ, Maison de plain-pied à vendre,Rue Lehoux Saint-Frédéric,1,2,0,Nouveauté sur le marché,28418859,https://www.remax-quebec.com//fr/maison-a-vendre-chaudiere-appalaches/rue-lehoux-st-frederic-28418859.rmx
173 600 +TPS/TVQ, Maison de plain-pied à vendre,Rue Lehoux Saint-Frédéric,1,2,0,Nouveauté sur le marché,19068491,https://www.remax-quebec.com//fr/maison-a-vendre-chaudiere-appalaches/rue-lehoux-st-frederic-19068491.rmx
249 000, Maison de plain-pied à vendre,3760 Rue Dubuc Duberger/Les Saules,2,3,0,Nouveauté sur le marché,14511842,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/3760-rue-dubuc-duberger-les-saules-14511842.rmx
309 000, Appartement à vendre,10 Rue des Émeraudes  app.405 Repentigny,2,2,0,Nouveauté sur le marché,25890325,https://www.remax-quebec.com//fr/condo-a-vendre/10-rue-des-emeraudes-repentigny-25890325.rmx
384 900, Maison à étages à vendre,11440 Rue Gilles-Villeneuve Mirabel (Domaine Vert Nord),2,4,1,Nouveauté sur le marché,14589315,https://www.remax-quebec.com//fr/maison-a-vendre-laval-rive-nord/11440-rue-gilles-villeneuve-mirabel-domaine-vert-nord-14589315.rmx
202 700 +TPS/TVQ, Maison de plain-pied à vendre,Rue Lehoux Saint-Frédéric,1,2,0,Nouveauté sur le marché,17574089,https://www.remax-quebec.com//fr/maison-a-vendre-chaudiere-appalaches/rue-lehoux-st-frederic-17574089.rmx
399 900, Maison à étages à vendre,1011 Ch. Brookbury Bury,1,4,0,Nouveauté sur le marché,19712908,https://www.remax-quebec.com//fr/maison-a-vendre-estrie/1011-ch-brookbury-bury-19712908.rmx
249 900, Maison de plain-pied à vendre,5 Av. Janvier Candiac,2,3,0,Nouveauté sur le marché,12073679,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/5-av-janvier-candiac-12073679.rmx
575 000, Maison à étages à vendre,2905 Rue Steeplechase Saint-Lazare,3,5,0,Nouveauté sur le marché,12378973,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/2905-rue-steeplechase-st-lazare-12378973.rmx
229 900, Appartement à vendre,91 37e Avenue E.  app.106 Blainville,1,2,0,Nouveauté sur le marché,24279381,https://www.remax-quebec.com//fr/condo-a-vendre-laval-rive-nord/91-37e-avenue-e-blainville-24279381.rmx
144 900, Maison à paliers multiples à vendre,664 Rue St-Patrick Saint-Élie-d'Orford,1,2,1,Nouveauté sur le marché,24794413,https://www.remax-quebec.com//fr/maison-a-vendre-estrie/664-rue-st-patrick-saint-elie-d-orford-24794413.rmx
239 000, Maison de plain-pied à vendre,8445 Rue Lebrun Mirabel (Saint-Augustin),1,1,0,Nouveauté sur le marché,15062261,https://www.remax-quebec.com//fr/maison-a-vendre-laval-rive-nord/8445-rue-lebrun-mirabel-st-augustin-15062261.rmx
179 900, Maison de plain-pied à vendre,2261 Rue Villeneuve Baie-Comeau (Mingan),1,4,1,Nouveauté sur le marché,25960624,https://www.remax-quebec.com//fr/maison-a-vendre-cote-nord/2261-rue-villeneuve-baie-comeau-mingan-25960624.rmx
304 900, Maison à étages à vendre,26 Rue Lyse-Daniels Aylmer (Jardins Lavigne),2,3,1,Nouveauté sur le marché,12356625,https://www.remax-quebec.com//fr/maison-a-vendre-outaouais/26-rue-lyse-daniels-aylmer-jardins-lavigne-12356625.rmx
249 000, Appartement à vendre,560 Rue St-Laurent O.  app.434 Longueuil,1,2,1,Nouveauté sur le marché,24342273,https://www.remax-quebec.com//fr/condo-a-vendre/560-rue-st-laurent-o-longueuil-24342273.rmx
299 000, Appartement à vendre,9853 Boul. LaSalle  app.5 LaSalle,1,2,1,Nouveauté sur le marché,18983621,https://www.remax-quebec.com//fr/condo-a-vendre-montreal/9853-boul-lasalle-lasalle-18983621.rmx
239 900, Appartement à vendre,855 Ch. Tiffin  app.305 Longueuil,1,1,0,Nouveauté sur le marché,19024056,https://www.remax-quebec.com//fr/condo-a-vendre/855-ch-tiffin-longueuil-19024056.rmx
299 000, Appartement à vendre,1015 Rue du Moissonneur  app.402 La Prairie,1,2,0,Nouveauté sur le marché,18397068,https://www.remax-quebec.com//fr/condo-a-vendre/1015-rue-du-moissonneur-la-prairie-18397068.rmx
144 900, Maison à étages à vendre,1217 Route 243 Melbourne,1,3,0,Nouveauté sur le marché,20141854,https://www.remax-quebec.com//fr/maison-a-vendre-estrie/1217-route-243-melbourne-20141854.rmx
419 900, Maison à étages à vendre,6462 Boul. de la Grande-Baie S. La Baie (Saguenay),1,3,1,Nouveauté sur le marché,13316555,https://www.remax-quebec.com//fr/maison-a-vendre-saguenay-lac-st-jean/6462-boul-de-la-grande-baie-s-la-baie-saguenay-13316555.rmx
379 000, Maison à un étage et demi à vendre,2762 Route Marie-Victorin Saint-Antoine-de-Tilly,2,4,0,Nouveauté sur le marché,15306772,https://www.remax-quebec.com//fr/maison-a-vendre-chaudiere-appalaches/2762-route-marie-victorin-st-antoine-de-tilly-15306772.rmx
184 900, Maison de plain-pied à vendre,975 Rue Rollande Saint-Jérôme (Bellefeuille),1,3,0,Nouveauté sur le marché,11123771,https://www.remax-quebec.com//fr/maison-a-vendre-laurentides/975-rue-rollande-st-jerome-bellefeuille-11123771.rmx
149 900, Appartement à vendre,1473 Av. de Gentilly  app.3 Chambly,1,3,0,Nouveauté sur le marché,24006387,https://www.remax-quebec.com//fr/condo-a-vendre/1473-av-de-gentilly-chambly-24006387.rmx
155 000, Maison à un étage et demi à vendre,11 Rg des Patriotes S. Saint-Cyprien-de-Napierville,1,2,0,Nouveauté sur le marché,21620042,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/11-rg-des-patriotes-s-st-cyprien-de-napierville-21620042.rmx
104 900, Appartement à vendre,29 Rue des Mouettes  app.207 Beauport (Vieux-Bourg),1,1,0,Nouveauté sur le marché,12765907,https://www.remax-quebec.com//fr/condo-a-vendre-region-de-quebec/29-rue-des-mouettes-beauport-vieux-bourg-12765907.rmx
374 900, Maison à étages à vendre,154 Rue du Riesling Aylmer,1,3,1,Nouveauté sur le marché,10343484,https://www.remax-quebec.com//fr/maison-a-vendre-outaouais/154-rue-du-riesling-aylmer-10343484.rmx
750 000, Maison à étages à vendre,7099 Rue Louis-Hémon Rosemont/La Petite-Patrie (La Petite-Patrie),1,3,1,Nouveauté sur le marché,13073192,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/7099-rue-louis-hemon-rosemont-la-petite-patrie-la-petite-patrie-13073192.rmx
339 900, Maison de plain-pied à vendre,1101 Rue Omer-Ledoux Deauville,2,4,0,Nouveauté sur le marché,18772883,https://www.remax-quebec.com//fr/maison-a-vendre-estrie/1101-rue-omer-ledoux-deauville-18772883.rmx
249 900, Maison à étages à vendre,11 Rue du Grand-Hunier Aylmer,1,3,1,Nouveauté sur le marché,25768583,https://www.remax-quebec.com//fr/maison-a-vendre-outaouais/11-rue-du-grand-hunier-aylmer-25768583.rmx
149 000, Maison à étages à vendre,30 121e Avenue Drummondville,2,6,0,Nouveauté sur le marché,12741222,https://www.remax-quebec.com//fr/maison-a-vendre-centre-du-quebec/30-121e-avenue-drummondville-12741222.rmx
299 000, Maison de plain-pied à vendre,1579 Rue Calixa-Lavallée Sainte-Julie,1,3,1,Nouveauté sur le marché,11559046,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/1579-rue-calixa-lavallee-ste-julie-11559046.rmx
299 000, Maison de plain-pied à vendre,51 Rue Oakwood Pincourt,1,3,1,Nouveauté sur le marché,13974857,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/51-rue-oakwood-pincourt-13974857.rmx
499 600, Maison à étages à vendre,5 Imp. du Crépuscule Cantley,2,5,2,Nouveauté sur le marché,26938912,https://www.remax-quebec.com//fr/maison-a-vendre-outaouais/5-imp-du-crepuscule-cantley-26938912.rmx
424 900, Maison à étages à vendre,904 48e Avenue Lachine,1,3,1,Nouveauté sur le marché,28826486,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/904-48e-avenue-lachine-28826486.rmx
74 900, Maison de plain-pied à vendre,34 Av. De Rouville Baie-Comeau (Marquette),2,5,0,Nouveauté sur le marché,9668599,https://www.remax-quebec.com//fr/maison-a-vendre-cote-nord/34-av-de-rouville-baie-comeau-marquette-9668599.rmx
749 000, Maison à étages à vendre,12465 89e Avenue Rivière-des-Prairies,3,5,1,Nouveauté sur le marché,27851801,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/12465-89e-avenue-riviere-des-prairies-27851801.rmx
419 900, Maison de plain-pied à vendre,7530 Rue Trinidad Brossard,1,4,1,Nouveauté sur le marché,11845453,https://www.remax-quebec.com//fr/maison-a-vendre-rive-sud-de-montreal/7530-rue-trinidad-brossard-11845453.rmx
229 900, Maison de plain-pied à vendre,430A Ch. de l'Anse Vaudreuil-Dorion,1,3,0,Nouveauté sur le marché,14664292,https://www.remax-quebec.com//fr/maison-a-vendre-monteregie/430a-ch-de-l-anse-vaudreuil-dorion-14664292.rmx
289 000, Appartement à vendre,4262 Rue Berri Plateau Mont-Royal,1,1,0,Nouveauté sur le marché,25020292,https://www.remax-quebec.com//fr/condo-a-vendre-montreal/4262-rue-berri-plateau-mont-royal-25020292.rmx
529 000, Maison à étages à vendre,61 Rue Desbarats Kirkland,2,4,2,Nouveauté sur le marché,22610880,https://www.remax-quebec.com//fr/maison-a-vendre-montreal/61-rue-desbarats-kirkland-22610880.rmx
289 000, Maison de plain-pied à vendre,130 Av. des Lacasse Auteuil (Laval),1,3,0,Nouveauté sur le marché,9392809,https://www.remax-quebec.com//fr/maison-a-vendre-laval-rive-nord/130-av-des-lacasse-auteuil-9392809.rmx
239 900, Appartement à vendre,155 Rue du Beau-Fort  app.401 La Prairie,1,2,0,Nouveauté sur le marché,11501827,https://www.remax-quebec.com//fr/condo-a-vendre/155-rue-du-beau-fort-la-prairie-11501827.rmx
355 000, Maison de plain-pied à vendre,2603 Boul. Liégeois Sainte-Foy/Sillery/Cap-Rouge (Sillery),1,3,1,Nouveauté sur le marché,13810350,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/2603-boul-liegeois-sillery-13810350.rmx
289 900, Maison à étages à vendre,53 Ch. Allen-Neil Stoneham-et-Tewkesbury,1,4,1,Nouveauté sur le marché,9166600,https://www.remax-quebec.com//fr/maison-a-vendre-region-de-quebec/53-ch-allen-neil-stoneham-tewkesbury-9166600.rmx
429 000, Maison de plain-pied à vendre,6780Y Route 112 Ascot Corner,2,3,0,Nouveauté sur le marché,23333698,https://www.remax-quebec.com//fr/maison-a-vendre-estrie/6780y-route-112-ascot-corner-23333698.rmx
314 000, Maison de plain-pied à vendre,55 Rue Pie-IX Trois-Rivières (Sainte-Marthe-du-Cap),2,5,0,Nouveauté sur le marché,13330392,https://www.remax-quebec.com//fr/maison-a-vendre-mauricie/55-rue-pie-ix-trois-rivieres-ste-marthe-du-cap-13330392.rmx
184 900, Appartement à vendre,15 Rue St-Charles E.  app.201 Longueuil,1,1,0,Nouveauté sur le marché,14394583,https://www.remax-quebec.com//fr/condo-a-vendre/15-rue-st-charles-e-longueuil-14394583.rmx
